symbol,mint,score,devSol,source,window_s,decision_s,reaction_s,hold_s,inTime,upside_pct,time_to_peak_s,dd_after_peak,tracked_s,f_devSol,f_priorGrads,f_priorCount,f_isMayhem,f_liq,f_fdv,f_ageMin,f_vol5m,f_volH1,f_buyRatio5m,f_buyRatioH1,f_pcH1,f_volLiq,f_hasSocials,f_hasWebsite,f_nPairs,f_boosts,move_window_pct,slip_to_buy_pct,after_buy_pct,pnlPct,peakPnlPct,exitReason,price_eligible,price_sustained,price_queued,price_bought,price_fading,price_sold,price_collapsed,t_eligible,t_sustained,t_queued,t_bought,t_fading,t_collapsed,t_sold
"ANSEM","5cXqPiJQ1PN78eh3gSBLyvZ6HLRbTdRvGHS7VpNZpump","89","4.615384615","","","","","","","0","0","0","920","4.615384615","0","0","1","0","14992.11","3","3809.98","3809.98","0.711","0.711","413","","0","0","1","0","","","","","","","0.00001499","0.00001499","","","","","","2026-07-11T16:26:39.142Z","2026-07-11T16:27:38.356Z","","","","",""
"ICEBURGER","8RBgf6ts8CJjEVXtvqWxQYriPTKvibVEXVGnUi8Ypump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.774e-8","","","","","","2026-07-11T16:27:15.093Z",""
"Drew","6LiDQc1kXfoXiGH7NWSL4M9qTTFjfLchjUytxamPb2Ax","60","3.950617282","","","","","","","60.8","70","-67.5","920","3.950617282","0","2","0","0","9041.02","3","9965.63","9965.63","0.692","0.692","223","","0","0","1","0","","","","","","","0.000006744","0.000009041","","","","","","2026-07-11T16:28:09.115Z","2026-07-11T16:29:08.304Z","","","","",""
"MM","4Q8WDU3C3vijnzoLdnXbMsAQUXaniLCBCzmGvrLjpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.304e-7","","","","","","2026-07-11T16:28:15.108Z",""
"SPERMCOIN","3TkWD1mrHCQet3vibJCyNkhe9hip3TPayCHkC6GLpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002503","","","","","","2026-07-11T16:28:21.102Z",""
"SCB","FyfjmVns7ThSCTmPLQnpTgv32nVYgupMu553N76Jpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.337e-7","","","","","","2026-07-11T16:28:27.134Z",""
"BULLTRUMP","8JP1PxRURMATd2daYLbR3iMq6tsEGy2EjkhBemQzpump","89","4.615384615","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002754","","","","","","4.088e-7","2026-07-11T16:28:51.078Z","","","","","2026-07-11T16:29:26.465Z",""
"yulads","3AsTe6dHbvUfJrpdq99RG4FHWP64Lujz9oGQqLWQpump","100","0.007000001","","","","","","","0.4","272","-0.3","902","0.007000001","1","1","0","0","2185.46","3","0.7","0.7","1","1","0.01","","0","0","1","0","","","","","","","0.00000219","0.000002185","","","","","","2026-07-11T16:29:50.492Z","2026-07-11T16:28:56.269Z","","","","",""
"TDARNNER","CkHaHQfLCMBQNJc3zQQGYpgiYotE9JK3c1QLtMy7pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.514e-7","","","","","","2026-07-11T16:28:57.087Z",""
"AIH","9En89SD5eKbMLFnod4PqejrQ6bmujmcT6EuiCLXopump","","","","","","","","","23.8","490","-71","910","0.059259258","0","0","1","0","2193.07","3","4.62","4.62","1","1","0.01","","0","0","1","0","","","","","","","","0.000002193","","","","","","","2026-07-11T16:29:08.269Z","","","","",""
"Jotchua","ETgW5GwtS6Yi7shAMCxiPwAtFEssqkz3hzdxkQpwpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.595e-7","","","","","","2026-07-11T16:31:03.552Z",""
"CBDC","2uBdoqCv5aDfBf4QpsQLTKMWGxX9avMfA5YDh3tnpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.179e-7","","","","","","2026-07-11T16:31:03.908Z",""
"BURNIE","8Nt9BV7mEkFfge8u3AqFBKjKzxYgHxXERYLsd2WSpump","89","4.615384615","","","","","","","0","0","-1.3","926","4.615384615","0","0","1","0","3426.04","3","1003.22","1003.22","0.636","0.636","-2.02","","0","0","1","0","","","","","","","0.000003426","0.000003426","","","","","","2026-07-11T16:32:03.079Z","2026-07-11T16:33:02.299Z","","","","",""
"TWET2EARN","4i5zAZD3GTf5HZ1u8vCzNoi93FF9bnj6Q8GaKeN3pump","71","5.000000001","","","","","","","0.1","10","-25.2","930","5.000000001","0","0","0","0","3974.06","3","1379.73","1379.73","0.704","0.704","33.57","","0","0","1","0","","","","","","","0.000003967","0.000003974","","","","","","2026-07-11T16:32:09.106Z","2026-07-11T16:33:08.291Z","","","","",""
"$FOX","72mYsSfbVmgxWx9HT8KD2iw1AGieQzc1q55dxbqapump","68","0.250000001","","","","","","","0","0","-11.5","928","0.250000001","0","0","1","0","2470.33","4","1251.31","1251.31","0.619","0.619","11.16","","0","0","1","0","","","","","","","0.000002639","0.00000247","","","","","","2026-07-11T16:32:15.191Z","2026-07-11T16:34:20.294Z","","","","",""
"TripleT","32oPvmS8W2A61PVHYzgQvkyLLzut8gRYgTKJz4Hbpump","89","4.615384615","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002619","","","","","","","2026-07-11T16:33:09.509Z","","","","","",""
"$FOX","7pjLwUC8hjjyXP9pFJgDpesYrzVFWPBEDiHcxJpRpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.797e-7","","","","","","2026-07-11T16:33:09.901Z",""
"WOLF","8cFEhNsQKRDMLQFMxrbKA7r3dda5PG4FbzmKSurTpump","63","3.083247688","","","","","","","33","88","-81.5","458","3.083247688","0","0","0","0","15721.91","4","45115.33","45115.33","0.649","0.649","491","","1","0","1","0","","","","","","","0.0000161","0.00001572","","","","","","2026-07-11T16:33:21.121Z","2026-07-11T16:35:20.488Z","","","","",""
"CHARTBULL","3xmNfs44aRYPw3VpFUA8nfFyJt2BGoHTUasA1M3Spump","67","3.950617282","","53.973","","","","","0","0","-66.5","908","3.950617282","0","0","0","0","6491.53","3","4760.82","4760.82","0.667","0.667","132","","0","0","1","0","-65.58311508242181","","","","","","0.000005062","0.000006491","","","0.000002234","","","2026-07-11T16:33:45.510Z","2026-07-11T16:34:50.336Z","","","2026-07-11T16:35:44.309Z","",""
"PIKA","CAGskPDw4eXcj166YmqXJebKvvDwjVPeikEiqMhPpump","","","","","","","","","0","0","-0.3","928","0.028844202","2","6","0","0","2189.76","3","2.25","2.25","1","1","0","","0","0","1","0","","","","","","","","0.000002189","","","","","","","2026-07-11T16:33:50.309Z","","","","",""
"ANSEM","8PLyX3M9K6Tf32fQR2pkLdVfvoMQVmTFsyaTqgqQpump","89","4.615384615","","","","","","","0","0","0","912","4.615384615","0","0","1","0","3403.66","3","1217.19","1217.19","0.636","0.636","6.6","","0","0","1","0","","","","","","","0.000003403","0.000003403","","","","","","2026-07-11T16:33:57.120Z","2026-07-11T16:34:56.342Z","","","","",""
"DREAMER","3dvPEKY4ugKLPrvMR3zG7uDJdSw5ieU9aA57FAf9pump","67","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002228","","","","","","","2026-07-11T16:34:27.502Z","","","","","",""
"TOS","8EkwvkFxvjf1eatsNciQE7HRgV76hiWiwDHpQ3Ywpump","89","4.615384615","","24.262","","","","","0","0","-72.6","42","4.615384615","0","0","1","0","4556.07","","2115.69","2115.69","0.6","0.6","90.24","","0","0","1","0","-72.5636523266023","","","","","","0.000002686","0.000004556","","","0.00000125","","0.00000125","2026-07-11T16:34:27.908Z","2026-07-11T16:35:26.274Z","","","2026-07-11T16:35:50.536Z","2026-07-11T16:35:50.530Z",""
"ABELLA","8uQ5QCVWYthmJEn5jEVFsAaXs7LTqrsU2YX3gjGmpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.858e-7","","","","","","2026-07-11T16:34:45.111Z",""
"DHOUSE","9bLcm488hvv3TRt2w6aE8H4BYWTUuYKcXxdFuVAcpump","","","","","","","","","0","0","-22.2","918","3.950617282","0","0","0","0","2800.15","3","315.19","315.19","0.667","0.667","0","","0","0","1","0","","","","","","","","0.0000028","","","","","","","2026-07-11T16:34:50.354Z","","","","",""
"UFD","52KMgLzKjBnStYFYSpWVqAGiGMACHV2a2D5eQUTnpump","74","7.901234566","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000005713","","","","","","","2026-07-11T16:34:57.207Z","","","","","",""
"VOIGHT","4uMaWRqHnhFNWTvxLAQAgoXoFzWyFcU9BWciJn9Zpump","63","3.000000001","","","","","","","0","0","-19","928","3.000000001","0","0","0","0","2686.33","3","566.74","566.74","0.588","0.588","1.58","","0","0","1","0","","","","","","","0.000002644","0.000002686","","","","","","2026-07-11T16:35:21.087Z","2026-07-11T16:36:20.275Z","","","","",""
"SOL","EmMJheicZ88cGKtdDjX54hijY3gTFfE2Sde9xPW2k9Fa","67","3.950617282","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002381","","","","","","","2026-07-11T16:35:57.151Z","","","","","",""
"TICK","4AYMe7LijN1W63W6dQ4o7NTgtxNrFfqEahzk5HX6pump","78","0.060000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00001057","","","","","","","2026-07-11T16:36:33.127Z","","","","","",""
"POINTLESS","Hux9YoSR7P3yFbKcEmdb9iFtKcuc1x4WNnUFPqDtpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001062","","","","","","2026-07-11T16:36:45.489Z",""
"ENSEMBULL","Hj5kPdH2ZUSVAxoxpAb38AbTq4BHMwodZbHdhpiZpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.622e-7","","","","","","2026-07-11T16:36:45.952Z",""
"CASHBULL","8zch2cxYwSHXrtFNqvoVLAaEeDpPKFa5NrTB1JThpump","74","6.419","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000003385","","","","","","","2026-07-11T16:36:57.076Z","","","","","",""
"TREMP","GoUfbAyGZKh3L7iJoSPGNNHYKQHahbvPEta2hmn3pump","66","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002177","","","","","","","2026-07-11T16:37:27.921Z","","","","","",""
"CMCSOLANA","22pnBHLzgrSkj48bz1u29mQmQKW4fWUsEDN74aDHpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.115e-7","","","","","","2026-07-11T16:37:51.135Z",""
"crypto","GaiZ3BuN9rVsbakzwb9gNkMG5M3sPiJJyqkTbwabpump","89","4.615384615","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00001022","","","","","","","2026-07-11T16:38:03.134Z","","","","","",""
"1m","GJeGyMtBhdx4BK1TZ8j2QofiWfAFp7aoBBT4oVWnpump","93","1.320493826","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000003144","","","","","","","2026-07-11T16:38:15.495Z","","","","","",""
"HOMEBOY","6daDRotiBccpjmrBgEb281u8u97L19vvPdZGQGpkpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002231","","","","","","2026-07-11T16:38:15.869Z",""
"elun","GgnTLDGE1ZScTjNQUY6ivhi2srxyftgMMqAY1dVFpump","61","4.938271603","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002278","","","","","","","2026-07-11T16:38:21.096Z","","","","","",""
"PIKA","AKeVQ2BVGSDc5tacyWuGsvuyCRqXxXAjqDwx8i7Dpump","","","","","","","","","0","0","-0.2","912","0.009876542","2","7","0","0","2180.28","3","0.76","0.76","1","1","0","","0","0","1","0","","","","","","","","0.00000218","","","","","","","2026-07-11T16:38:26.273Z","","","","",""
"elun","8yyKXNWnEUKe7qfCndMUXgprVwL1dBhvHWaPcW6Upump","71","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002185","","","","","","","2026-07-11T16:38:27.928Z","","","","","",""
"ELUN","7kEmwcZSGLHbqzjZ46uqEEMi53VbBvLgcrdWo2txpump","65","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000003311","","","","","","","2026-07-11T16:38:28.283Z","","","","","",""
"HOMEBOY","3WGGZm8zwGyYJugkNrhBtkU5XH6hyQQqoQeD7WvDDmxb","74","7.901234566","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00000347","","","","","","","2026-07-11T16:38:28.709Z","","","","","",""
"FRAUDLON","4FxnQA16uBxct9YNG97WRRoa2V1qwd3SQpZkB9tLdjhk","62","5.599999999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002469","","","","","","","2026-07-11T16:38:33.903Z","","","","","",""
"homeboy","ckd422bkiMsueDA7jrnpDFnor2LchPGaNshrtn6pump","60","4.938271603","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002284","","","","","","","2026-07-11T16:38:39.883Z","","","","","",""
"HB","2Cjj3VBjADxccodY6AvB4yehh9REJ2kauECJ3zSopump","75","6.913580245","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002176","","","","","","","2026-07-11T16:38:40.305Z","","","","","",""
"homeboy","Eq2bovvuZezxNv8uMRyuSui5eESJvMsRE3BhVV4opump","67","4","","","","","","","0","0","0","914","4","0","0","0","0","2182.3","3","15519.33","15519.33","0.72","0.72","-21.94","","0","0","1","0","","","","","","","0.000002182","0.000002182","","","","","","2026-07-11T16:38:40.723Z","2026-07-11T16:39:44.355Z","","","","",""
"Verse","2F2JY1wNFoSs4UcsYZN4jgr4mUrNP8QSBuBt3Ehzpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.48e-7","","","","","","2026-07-11T16:38:45.084Z",""
"homeboy","6A4ym731DfcvceNAfNWB82Pedq4Lrh3eQaUw7Nx3pump","63","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002182","","","","","","","2026-07-11T16:38:57.154Z","","","","","",""
"FABLE","7Ex1R7YXKbBsVi2Qxi8Sx4yvbM24ymbkkAEeQLiFpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002224","","","","","","2026-07-11T16:39:03.536Z",""
"HOMEBOY","HoAYWUrPG5WcahY2qCMRJoL67uAkixrgba2NoNWJpump","60","2.4691358","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002275","","","","","","","2026-07-11T16:39:03.961Z","","","","","",""
"FEBLE","38nBXEygZw63QBE8R4XjveGYXKVZCggoqtrgGAz8pump","63","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00000218","","","","","","","2026-07-11T16:39:09.926Z","","","","","",""
"HOMEBOY","AdFXWosqWKq3pbsVykxFacfWe1QcYTPXxJBSH5bXpump","71","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00002615","","","","","","","2026-07-11T16:39:10.364Z","","","","","",""
"HBG","25vkMqNsLe6pd5Awc5ZNRPcZCr9gYBAWCuqHDBmfpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.968e-7","","","","","","2026-07-11T16:39:10.717Z",""
"homeboy","3z6jkAVSwFMuAapaVDMH5wBt5mD5e2mwKu5mcUARpump","61","4","","","","","","","0","0","0","928","4","0","2","0","0","2177.17","3","5270.33","5270.33","0.588","0.588","-22.05","","0","0","1","0","","","","","","","0.000002177","0.000002177","","","","","","2026-07-11T16:39:15.113Z","2026-07-11T16:40:20.291Z","","","","",""
"GRISOU","9rg4WLeGTa1QRrXfNB7oHfN21vmqw1HfrJiriJc6pump","63","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002219","","","","","","","2026-07-11T16:39:27.973Z","","","","","",""
"GRISOU","9taWcoECt2uZNz8Ek1KV6srocNgsZoYtvY6RJeiypump","65","3.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002215","","","","","","","2026-07-11T16:39:28.404Z","","","","","",""
"HOMEBOY","DMU5FX3aLfoXT9sGfXh1MjY9xkuNyLiPYajD89qTYktG","60","4.938271603","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002219","","","","","","","2026-07-11T16:39:28.817Z","","","","","",""
"DHigh","fetgRhQ1QoV59FKJratxJQZ9JoSB69BzGRs1Derpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.357e-7","","","","","","2026-07-11T16:39:45.222Z",""
"HOMEBOY","26ENeB4TuuukrP4iLPTCvNwbqrZFxhtoE6QYKjvTpump","66","4.938271603","","36","","","","","0","0","-12.1","916","4.938271603","0","1","0","0","2474.73","3","6683.1","6683.1","0.563","0.563","-16.15","","0","0","1","0","-12.04527081649151","","","","","","0.000002474","0.000002474","","","0.000002176","","","2026-07-11T16:39:51.077Z","2026-07-11T16:41:02.499Z","","","2026-07-11T16:41:38.499Z","",""
"Robin","DK6jBLgT3TUQZKkJCQEGx5fpZKnuTcR1wnsMtb1Zpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.122e-7","","","","","","2026-07-11T16:40:51.494Z",""
"Sitcom","GpB2LFBKZLsFqrVjZrHVC5pANAR7eu7M2QdmbWompump","62","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002181","","","","","","","2026-07-11T16:40:51.905Z","","","","","",""
"CHOOD","5L5SSryqgtCRiFieNTSLtGU1Uh2W5haR8NuPrQpKpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.207e-7","","","","","","2026-07-11T16:40:57.090Z",""
"FELON","EvSFGy3Zqpcw6bLx4FnYMVCZKKNsFnBR9cq1niXapump","63","3","","","","","","","0","0","-4.5","910","3","0","0","0","0","2277.78","3","522.5","522.5","0.6","0.6","-13.53","","0","0","1","0","","","","","","","0.000002277","0.000002277","","","","","","2026-07-11T16:41:03.081Z","2026-07-11T16:42:08.331Z","","","","",""
"POOMP","6msNxUbUPPoNW7tp1Uh77xmxj3U5rcAQwGFF5BZkpump","75","6.913580245","","","","","","","0","0","-0.3","914","6.913580245","0","0","0","0","2189.45","3","3106.59","3106.59","0.577","0.577","-33.55","","0","0","1","0","","","","","","","0.000002189","0.000002189","","","","","","2026-07-11T16:41:09.288Z","2026-07-11T16:42:14.343Z","","","","",""
"SIGMA","4kfmdx8oqb9NiJ7X1J4y5yuZPoQH6tjWLNBctRDhpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.875e-7","","","","","","2026-07-11T16:41:21.130Z",""
"ELUN","HznJuSoCmcNTiwRCUocR9CjCxhZ3oHWBpiBpZABdpump","61","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002471","","","","","","","2026-07-11T16:41:33.044Z","","","","","",""
"GOATZO","GnkxsPhtr5umKDqEUToFyM9wHHUtpBV2hrzK16wWpump","65","3.456790122","","","","","","","0","0","0","930","3.456790122","0","0","0","0","2724.12","5","1074.31","1074.31","0.563","0.563","0.65","","0","0","1","0","","","","","","","0.000002705","0.000002724","","","","","","2026-07-11T16:41:39.095Z","2026-07-11T16:45:08.494Z","","","","",""
"FAGLON","DSbgUBmhyVUvf391vvx5dD48McuRFMRsLyJugnGnpump","67","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002226","","","","","","","2026-07-11T16:41:45.110Z","","","","","",""
