symbol,mint,score,devSol,source,window_s,decision_s,reaction_s,hold_s,inTime,upside_pct,time_to_peak_s,dd_after_peak,tracked_s,f_devSol,f_priorGrads,f_priorCount,f_isMayhem,f_liq,f_fdv,f_ageMin,f_vol5m,f_volH1,f_buyRatio5m,f_buyRatioH1,f_pcH1,f_volLiq,f_hasSocials,f_hasWebsite,f_nPairs,f_boosts,move_window_pct,slip_to_buy_pct,after_buy_pct,pnlPct,peakPnlPct,exitReason,price_eligible,price_sustained,price_queued,price_bought,price_fading,price_sold,price_collapsed,t_eligible,t_sustained,t_queued,t_bought,t_fading,t_collapsed,t_sold
"SOL","3rqDneBwQ2Sqpc8ZpfAozgkC2t8FLL7uEso1m2uVXRBa","63","2.962962961","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002136","","","","","","","2026-07-12T00:41:21.927Z","","","","","",""
"SOL","J9FoN5hnbuw3L34AHVL8R3gzzADyY4Bb3BnjiPNkPkKa","63","2.962962961","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002135","","","","","","","2026-07-12T00:42:17.918Z","","","","","",""
"USELESS","C3y1NVmFtwYhKc1VbzcBjEfkiC2MQ8gDkupqAZdLpump","83","2.142857143","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002011","","","","","","","2026-07-12T00:43:20.927Z","","","","","",""
"ORCA","6MwTYHpogTMU5S1UtUCjNdzem8oVeH1p54qTmDQVpump","83","2.142857143","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002387","","","","","","","2026-07-12T00:43:21.998Z","","","","","",""
"ishowsahur","22qB3SKhaTYVgBGBsaPi3NgGZ66NgAPHBCvoTmEfpump","69","0.9875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002909","","","","","","","2026-07-12T00:43:22.929Z","","","","","",""
"SOL","DSirebYYNGU1pE8kYQPcvE2CqkbmXQjxcp1iVhqfr9Ua","63","2.962962961","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002136","","","","","","","2026-07-12T00:43:23.978Z","","","","","",""
"CHILLGUY","DAvAorNoQf76QhfmYK8V3bjy8YbXkZuWCYmtTmBqpump","83","2.142857143","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000003465","","","","","","","2026-07-12T00:44:18.978Z","","","","","",""
"MOODENG","CXRpq5kS4UkhTbX2co14NjwcygQaUejqDmdHdXyepump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.895e-7","","","","","","2026-07-12T00:44:19.930Z",""
"TSMGeek","22qBRWKaNffLsrAHp3HihqLUfxY99dGwdWPSt4UCpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.338e-7","","","","","","2026-07-12T00:45:18.933Z",""
"DIAMOND","5WL5pRg1XmvRzWxSCEyjZDW1wLuD7y9WuNK2EA6Cpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.879e-7","","","","","","2026-07-12T00:45:19.928Z",""
"AgenC","GwssRNaW3q19wSskR7CSc7UfQeSCLYg5qYCEMGqFpump","83","2.142857143","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000007172","","","","","","0.000002615","2026-07-12T00:46:18.901Z","","","","","2026-07-12T00:51:16.957Z",""
"ALON","344uRn9qDMdBhraz2P6xfi466jkvHssWPMaQW4skpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001759","","","","","","2026-07-12T00:46:19.933Z",""
"TSMMyth","22qCcDFnLMs3BED6EfWCEKr2U5qskZgE3MW5vjoVpump","81","4.9375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00002172","","","","","","","2026-07-12T00:47:19.980Z","","","","","",""
"TROLL","7MgGYmxXqFc4xbv5UVdp57RUXk4cBs38BqHBQeXhpump","83","2.142857143","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002403","","","","","","","2026-07-12T00:47:21.110Z","","","","","",""
"Geeg","22qC3KdtEyShFmRc3VtDkkFeYymUPJXtcupeWHrYpump","68","0.9875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000003145","","","","","","","2026-07-12T00:47:21.925Z","","","","","",""
"tradition","9dQiFtzqo7qCA82rGCaMSGBi8PRCbVntnyxny6zXYC2a","63","2.962962961","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00000491","","","","","","","2026-07-12T00:48:20.942Z","","","","","",""
"TardFi","6Qjs4njNTgANGdG6DpKu8S31Yfqwa9aR83srFrXDpump","99","5.362962961","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00000252","","","","","","","2026-07-12T00:48:21.914Z","","","","","",""
"NORMIE","3cDCMaU32G4otNGC4REUhDEewWb3novi4GEJHUcHpump","83","2.142857143","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002107","","","","","","","2026-07-12T00:48:22.997Z","","","","","",""
"USELESS","a8mhnFcD9RKpimcspTTvprPNrFtnpkqmMxmLQvBpump","83","2.142857143","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002601","","","","","","","2026-07-12T00:48:23.927Z","","","","","",""
"IDK","GekAKVXm4JAVfjyyisJxyNMhQ6c8Kn3U9C9RwJVvpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00000117","","","","","","2026-07-12T00:49:19.029Z",""
"LIKE","aRFWP3DqGUSrYEjSSjyiKA913CEDF6JhWrrFnfGpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.668e-7","","","","","","2026-07-12T00:49:19.933Z",""
"SOLCEX","2w4yg23AKwUr5UmXr3eCSnqEGjR5V4fgXLDb7Y5vpump","83","2.142857143","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001774","","","","","","","2026-07-12T00:50:18.939Z","","","","","",""
"NIGSTEIN","7PD7M2KW56dVMPB4eRRJDvjnmtoboBbhaq7va2xGpump","72","0.493827159","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000003262","","","","","","","2026-07-12T00:50:19.922Z","","","","","",""
"SOLANGELES","7UzUjDG73qfay9rVwZhrjbGEsp3iY2ds9yotNmnRpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001413","","","","","","2026-07-12T00:51:19.913Z",""
"ZestySahur","22qCrxANNB1FG6B9vzT35FJkgw2b3atCyxzFCkFCpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.718e-7","","","","","","2026-07-12T00:51:20.929Z",""
"tradition","CRKdh5G7xRbydcwm242sWkZ5kwC4Dv7pA7e9PBFCv4Pa","70","4.938271603","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002293","","","","","","","2026-07-12T00:51:21.895Z","","","","","",""
"STONKS","FStbqMHHJySteuXCDX1q9tD67KZ3dpRqHrvNCjSjpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.891e-7","","","","","","2026-07-12T00:52:19.932Z",""
"SAYLOR","BSh6ydKHMVTqw1YKykBPCk2XyHHoYqkSnp2Fggozpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001266","","","","","","2026-07-12T00:52:20.925Z",""
"ZBULL","BgsbSFYv91aumMFkQuPxCHTi2riAPMAJZQgRYck5pump","60","2.416918429","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002162","","","","","","","2026-07-12T00:52:21.924Z","","","","","",""
"JUP","74Nw9hu6stv5WdwALANaSiYeagDY1Hu1o2QTYkunpump","83","2.142857143","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000006088","","","","","","","2026-07-12T00:53:18.970Z","","","","","",""
"UP","EWr9fS954x855UeyvVGb85Xk5HENTTqjtc981h1Upump","67","0.150000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001528","","","","","","","2026-07-12T00:53:19.927Z","","","","","",""
"CASHMESSI","8M557tmneiYWpqV4Dezvpg9mHybXXGJFpJCd7KvDpump","61","0.059259258","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000004284","","","","","","9.663e-10","2026-07-12T00:54:20.915Z","","","","","2026-07-12T01:00:17.038Z",""
"CrazySahur","22qDvbiQZYG5TGHNSJAjb3Fp44jR8MVrKhrd9mHEpump","66","0.9875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00001266","","","","","","","2026-07-12T00:54:21.946Z","","","","","",""
"KINS","ELtF2qH9At2Ea1jSkwy7qXeHkjfNMqyVYRjaZFanpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.299e-7","","","","","","2026-07-12T00:54:22.930Z",""
"Humanity ","bi6GmQevwktN9b4jht9zHDpaF2a5g9y2qU7gz8Cpump","63","3.083247687","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002132","","","","","","","2026-07-12T00:55:20.904Z","","","","","",""
"ryok.net","BaZoJ5kxKhCFYdbn2yBiPhRM346bmZyP8c4NeZpPpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.006e-8","","","","","","2026-07-12T00:55:21.942Z",""
"KINS","8B8fmExV5dwmrTxThNgd36dzr71Jh3BC5XtcHHdfpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.692e-7","","","","","","2026-07-12T00:55:22.917Z",""
"Jotchua","AkcsE6PTGasAhqeYNJd9tqBdfywTg2B87UdnC2Sopump","83","2.142857143","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002962","","","","","","","2026-07-12T00:55:23.930Z","","","","","",""
"LOCKIN","FC22WyLUKodHmrMjLGRAoLPZ9Ldb4b2VsdGpkBGVpump","83","2.142857143","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00000286","","","","","","","2026-07-12T00:56:20.928Z","","","","","",""
"JEW","59urAPSNtpzedPcBpec4EFDvMtJZsYv8DRtJiZJipump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.218e-7","","","","","","2026-07-12T00:56:21.922Z",""
"NIGSTEIN","62Vpiruvyd38MmnMMzYNeCcFSaG1Hn8wqcEahvrGpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001797","","","","","","2026-07-12T00:56:22.918Z",""
"CHANCE","9PFVYYEMSxp13nSjiAhGjHoUpEECauTmESgvBmvupump","83","2.142857143","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002002","","","","","","","2026-07-12T00:56:23.904Z","","","","","",""
"PumpSahur","22qEYzrupJMik936oFAWC55mjPwUbG3MybcDYH3Jpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.296e-7","","","","","","2026-07-12T00:57:20.924Z",""
"MM","2cMSdmu32N13pArCSytSnZkh5fXZEhWwevradZoepump","83","2.142857143","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00000142","","","","","","","2026-07-12T00:57:21.931Z","","","","","",""
"BULLX ","JD58yo2dUG17QbMHoYpoTAQXh7YrcZGu5MmCCXMWpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.042e-7","","","","","","2026-07-12T00:57:22.907Z",""
"$HIGHER","9ueGA72GiRK9aKcqSPR42yN5t6BXvGSkupoGbLARpump","61","5.000000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002128","","","","","","","2026-07-12T00:57:23.915Z","","","","","",""
"KINS","C21xdSpAfRgBK385C1i2f4828k22rCi48ZyRgpCipump","83","2.142857143","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000003215","","","","","","","2026-07-12T00:58:20.923Z","","","","","",""
"ryok.net","8GbKY3U7N23VAC5qW8AoUUuynaequJiZQ7J9raZ5pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.635e-7","","","","","","2026-07-12T00:58:21.913Z",""
"PUMPERS","FypyVMcaff77rPNPznbpSM93kFS74xrNCyuStESkpump","63","6.500000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002887","","","","","","","2026-07-12T00:58:22.926Z","","","","","",""
"JUP","G6wUeyAEHVSwBPYnJxdjBtZPLW37zJtEQPWAf8Ngpump","83","2.142857143","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001925","","","","","","","2026-07-12T00:58:23.921Z","","","","","",""
"BETA","hoPZXcoDmt5MFWGQtUbUmHcGrcf4aoysTQdikUGpump","67","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002228","","","","","","0.00000213","2026-07-12T00:59:19.896Z","","","","","2026-07-12T01:07:17.083Z",""
"CatSahur","22qFd38njLcmrTAuwJYHuPm9ekaTscZuoGxpc9jZpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.509e-7","","","","","","2026-07-12T00:59:20.916Z",""
"ALON","Af9djAK5eceUqFeD84Bnep3tRyCGqPjwh7QhZot8pump","83","2.142857143","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002953","","","","","","","2026-07-12T00:59:21.915Z","","","","","",""
"PENGUIN","FJYmooLSV7pDYHkqJVdEnPSyXSehzAfqu4NAP5Kwpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001212","","","","","","2026-07-12T01:00:18.914Z",""
"manlet","9FvFgJWSogSVKtzPBNxzFmeqvF1s4hHGfTPTzxhHpump","83","2.142857143","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002734","","","","","","","2026-07-12T01:00:19.980Z","","","","","",""
"WEN","95QqcMEVndbT6U3G4yaUPHyQVRMoW2X1of7DyBKXpump","83","2.142857143","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002968","","","","","","","2026-07-12T01:01:20.911Z","","","","","",""
"DaddySahur","22qFjHqCtebHAGz4M3Y7iDNTjiMYTdSPzFQ2Kr5cpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.803e-7","","","","","","2026-07-12T01:01:21.949Z",""
"PSU","9UoBwtzwaxh9sKqQXoXz7LKiTdzP4fYCnenFdxQ4pump","63","3.083247687","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002126","","","","","","","2026-07-12T01:01:23.906Z","","","","","",""
"JudgeSahur","22qFyTta8fo7ctBvzVxdPKHkuiy53g5hrnsB68UPpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.632e-7","","","","","","2026-07-12T01:02:19.908Z",""
"Percolator","FF75cU48UjS1SHjuj8VY1EXiE7D6UoBwxBZCQoyYpump","83","2.142857143","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001864","","","","","","","2026-07-12T01:02:20.903Z","","","","","",""
"ryok.net","CV5MDE3oaAWmSKky1FSSrS592uuv9c8RNXorR53Bpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00000118","","","","","","2026-07-12T01:02:21.940Z",""
"FROG","AtBspdxMUP2bDMadG1XC3jTLbxREgAPNQb7hYj97pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.946e-8","","","","","","2026-07-12T01:03:20.913Z",""
"BlackSheep","GYBK16s1e6fNiHamsZbSBsTki9iFmCf6FKmNaz8Kpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.221e-7","","","","","","2026-07-12T01:03:21.946Z",""
"febu","2gyQP556MwJscxDNeAibNKrZeMscK1QhzBFk9VbApump","83","2.142857143","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000003232","","","","","","","2026-07-12T01:03:22.919Z","","","","","",""
"GOAT","C53nnsJkFhaoPW2biWD2z1Pbg66YDqGQqLphD4w2pump","83","2.142857143","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002684","","","","","","","2026-07-12T01:03:23.923Z","","","","","",""
"PURPE","4Fkx92MikXemsbvoscmqwFih5SCS6vieto9wJxgQpump","83","2.142857143","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000004954","","","","","","","2026-07-12T01:04:20.911Z","","","","","",""
"HoodSahur","22qGK9qLRLFA7uYxZtq2gPgL674mGD2kUvJ2KcZypump","64","0.9875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002255","","","","","","","2026-07-12T01:04:21.893Z","","","","","",""
"TimeSahur","22qGPLwjhhmGkr5ViHvniV5ZpZdkc8YU7hXN3g3hpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.761e-7","","","","","","2026-07-12T01:04:23.932Z",""
"ryok.net","9HMzUAn83bviSHUKXDMm8HEXMn2RUk5j3TeAFJBopump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.891e-7","","","","","","2026-07-12T01:05:19.940Z",""
"Joby","5xdqCtrmqhdhGq2sbVZg8eqRuejoeFrrMA9EjJu6pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.346e-7","","","","","","2026-07-12T01:05:20.947Z",""
"ANSEM","BjQUbKhVSyfWSceyrFW1B5yDgGJryHiywQQoPkyApump","83","2.142857143","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000004962","","","","","","","2026-07-12T01:06:17.916Z","","","","","",""
"ORCA","5xdSi8VuXSK9nq1CvTCHK8k3pvAiVwhhB5Xi1MEtpump","83","2.142857143","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000003172","","","","","","","2026-07-12T01:07:19.918Z","","","","","",""
"GOAT","3B132xY1mt2nhnsXU3z6bEdgq64EJH2tJZWcCLWZpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.308e-7","","","","","","2026-07-12T01:07:20.930Z",""
"OgreMessi","22qGyuy5iqeGRpjNsSzbC25uktpeHtG7Z9qF3xJkpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.713e-8","","","","","","2026-07-12T01:07:21.920Z",""
"ALON","8xgi6bmLQJGPFQngRi583fY86BmJVT4csonKg9Kypump","83","2.142857143","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000003453","","","","","","","2026-07-12T01:08:18.950Z","","","","","",""
"McGwegor","AZ5ZaxUy7cfSrW5fExEckCqXf6Kw6SwEsNivg45Kpump","73","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000004181","","","","","","","2026-07-12T01:08:19.915Z","","","","","",""
"WWT","7kBuiyrFBKkgKSJrtobd8cu96pdtcz6zuuMEFhZ1pump","63","3.000000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000003258","","","","","","","2026-07-12T01:09:17.025Z","","","","","",""
"PUMP","2f7HTWK4WKH4toTB9Got2GzjKQsdJTx4fX35sd6Hpump","83","2.142857143","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00000338","","","","","","","2026-07-12T01:09:19.082Z","","","","","",""
"JUP","2qmusZXqEEDzYTPThm91dzF9Ldipi8ov9KuG88pGpump","83","2.142857143","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00000226","","","","","","","2026-07-12T01:09:19.950Z","","","","","",""
"febu","EmCmUMgkcT3zfTNdsBw4z8tsJDRv81vb7hU5M6ufpump","83","2.142857143","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000003177","","","","","","","2026-07-12T01:10:20.895Z","","","","","",""
"three","7F4RuhJQvv82CvcfnzBjJ3vntrRZW3a3w9sp14t3pump","83","2.142857143","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002443","","","","","","","2026-07-12T01:10:21.896Z","","","","","",""
"MBAPPÉ ","5Bmv8eAFsdTfFK7Eg1vfMBFaMQ26RtU8JHCV4HKpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.629e-8","","","","","","2026-07-12T01:10:22.967Z",""
"MAX","Cf8pE332gckovbgSYGqjrNXmG72TouDwrmTCdhpTpump","66","0.118518517","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00000403","","","","","","","2026-07-12T01:10:23.994Z","","","","","",""
"FISTFLOOR","DVoWEycHTQgBym31xfmkLGa4UVirMCy5DK1WTbsbpump","83","2.142857143","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002835","","","","","","","2026-07-12T01:11:20.944Z","","","","","",""
"MessiWall","22qHj3qDJNXXMBkZdbA89xrSbgUPi1V6XhaqTb3dpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.114e-7","","","","","","2026-07-12T01:11:21.923Z",""
"LosAndWad","22qHMGxEhbG1MQ13yQHEpEeWKR26ikhEkg2PwvUzpump","63","0.9875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00000538","","","","","","","2026-07-12T01:11:22.924Z","","","","","",""
"BP","EfXx3KJJo5FKN3W6quv4BtZH9pcWrvPeEQQMuzc7pump","83","2.142857143","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001854","","","","","","","2026-07-12T01:11:23.946Z","","","","","",""
"Cupsey","65FpSysgyoUSe52GZjd4ufD6Aw6gWxCoC7xfoQtpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.787e-7","","","","","","2026-07-12T01:12:17.918Z",""
"Jewsi","22qJwixTZBNewB5WWaH2mL8s5vafRQrWzepi6yPXpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.908e-7","","","","","","2026-07-12T01:13:19.925Z",""
"arc","fWsx3dtnRmAX4NUorkGFSDucVPhRcdZGDcbV9DEpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.917e-7","","","","","","2026-07-12T01:13:20.909Z",""
"MeiMei","4gq6dpSY3edM5GLFTfBy1Yd3WNQpM3S8PLdJySi4pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.206e-7","","","","","","2026-07-12T01:13:21.920Z",""
"MAX","ASwUYqnUd7oEHGfMzbVTgz38DYR2Xi1mQzr1AdJrpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.209e-7","","","","","","2026-07-12T01:14:18.896Z",""
"ImCrine","22qK4hB6jVxPE1dUdqJZm1sBebqvUHB3pBpkSF63pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001321","","","","","","2026-07-12T01:14:19.900Z",""
"CASHCAT","ASn2BHvzQg7pDbLx5cRDedwhHf2NePSVcMLAYy8ipump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.953e-7","","","","","","2026-07-12T01:15:20.893Z",""
"YzY","FFWKLfmWsJ3UYj4beSdjJizhKWSLxuErUNMzVFCSpump","83","2.142857143","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001969","","","","","","","2026-07-12T01:15:21.903Z","","","","","",""
"CHANCE","6LENcAUmM653L7Bm9wfjK2A3mzqSVkDtn3RQi6FYpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.62e-7","","","","","","2026-07-12T01:16:20.956Z",""
"SadCat","22qKHWRvBWyd94xsLdMh3wpZtNbtpbv6C8d51BKwpump","62","0.9875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000004167","","","","","","","2026-07-12T01:16:22.008Z","","","","","",""
"NIGSTEIN","Gn2bwmZ2MrqALTTPMwZt8ge6V1ZrwnfroEUCLDuNpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.121e-7","","","","","","2026-07-12T01:16:22.912Z",""
"DONE","2RUSk8HrReu9ZdRFD8Gb44H21VnhXsrDgoFmNvQapump","67","0.060000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000006788","","","","","","","2026-07-12T01:16:23.899Z","","","","","",""
"KOITOKEN","FcdehMNuU6jr7mhaHVBmVSxN8Ur36e9keRAJ9YVUpump","67","3.950617282","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002734","","","","","","","2026-07-12T01:17:20.895Z","","","","","",""
"THEROS","B2cX8zHWe4z2YenLrYkmf1CjAkTn2gDx7J7vc4Mtpump","83","2.142857143","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002435","","","","","","","2026-07-12T01:17:21.902Z","","","","","",""
"SadBob","22qKt46GBq6trqx4in5CBByRas4gCt2UUtQDgQ2hpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.627e-7","","","","","","2026-07-12T01:17:22.914Z",""
"spinor","6HB6RcZNw5L2dDEGFfA2Wk84YMLisE8RL3xWo4EFpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.159e-7","","","","","","2026-07-12T01:17:23.891Z",""
"WIZARD","MH1qoDJbspvb9DSvME1zghuGNh4eHXx2E9Ec3vTpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.631e-7","","","","","","2026-07-12T01:18:20.910Z",""
"SadMinion","22qKxPk3T6q2gLmvZZQ2QvgWxmFpXY1BV4Vfmfvapump","61","0.9875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001911","","","","","","","2026-07-12T01:18:21.902Z","","","","","",""
"ANSEM","EE6LUV224mP7X1HzjSWuDrHmJbXw2BDkxyhQqyu8pump","83","2.142857143","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002732","","","","","","","2026-07-12T01:18:22.906Z","","","","","",""
"Cupsey","AVUNmvcY9aJ9Yk3zoo1RTNWNTJtVkKbXMw76H6YApump","81","0.296296295","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00005555","","","","","","","2026-07-12T01:18:23.922Z","","","","","",""
"FAIRS","7TcCftacmMJ45iER8MnyQw2iwMt5khW1SNYN3nr4pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.386e-8","","","","","","2026-07-12T01:19:20.920Z",""
"swarms","5GU8ML3w5V8muztm88eEKysWaXJJigDZErweih61pump","83","2.142857143","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002008","","","","","","","2026-07-12T01:19:21.904Z","","","","","",""
"TRUMP","7Zw5nLwEBQDG6pVhfACB8FtXRo2v3C9t1WAt44pVpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00000115","","","","","","2026-07-12T01:19:22.967Z",""
"FairsCoin","22qKzcyz6crTQgLpRCyvoNegoFQtP22h1qLWt9hCpump","79","4.9375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000004692","","","","","","","2026-07-12T01:19:23.914Z","","","","","",""
