symbol,mint,score,devSol,source,window_s,decision_s,reaction_s,hold_s,inTime,upside_pct,time_to_peak_s,dd_after_peak,drag_at_ready,upside_from_ready,tracked_s,f_devSol,f_priorGrads,f_priorCount,f_isMayhem,f_liq,f_liqSol,f_fdv,f_ageMin,f_vol5m,f_volH1,f_buyRatio5m,f_buyRatioH1,f_pcH1,f_volLiq,f_hasSocials,f_hasWebsite,f_nPairs,f_boosts,f_passedFilter,move_window_pct,slip_to_buy_pct,after_buy_pct,pnlPct,peakPnlPct,exitReason,price_eligible,price_sustained,price_queued,price_bought,price_fading,price_sold,price_collapsed,t_eligible,t_sustained,t_queued,t_bought,t_fading,t_collapsed,t_sold
"Meowtion","EYjQrs8UA9Bv6z6CQt8wztcTDMWCeEumJ3AGH2qfNLFA","83","4","","","","","","","0","0","0","0","0","906","4","1","6","0","0","0","2184.89","5","2819.94","2819.94","0.571","0.571","-21.89","","0","0","1","0","0","","","","","","","0.000002224","0.000002184","","","","","","2026-07-21T17:42:32.048Z","2026-07-21T17:46:02.117Z","","","","",""
"PUNK","FFcCepR7xAn6RJ2kg9VrZkxK9iiz9VRxdcsxu8sspump","63","3.083247688","","95.946","","","","","90.6","568","-7.8","-2.6","95.7","908","3.083247688","0","0","0","0","0","7006.92","3","5698.45","5698.45","0.743","0.743","165","","0","0","1","0","1","-2.6405937767627736","","","","","","0.000006027","0.000007006","","","0.000006821","","","2026-07-21T17:42:44.230Z","2026-07-21T17:43:49.824Z","","","2026-07-21T17:45:25.770Z","",""
"BNV ","6o2kDuXrxM8dYK78J5KahECUN58SHQsZ1xV92jk8pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.613e-7","","","","","","2026-07-21T17:42:55.989Z",""
"test","BLk62umigXGAzvuLrpkBWUsYM71cGrPTeSZRusqcpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.128e-7","","","","","","2026-07-21T17:43:19.949Z",""
"BB","CLDtbk7hQDAFqM9G38LWbneHT8CR1t678ETzb6HEpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.721e-8","","","","","","2026-07-21T17:43:26.022Z",""
"vibedonkey","E4qmtq7fFF1nkU5cAcxpdSoJ7APoUVd5bUJxwQe4pump","60","3.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000004569","","","","","","","2026-07-21T17:43:26.064Z","","","","","",""
"Q","GCCB6Ms9VWiuP3zGKF85Zwic8UngxpxhGU9Q66Apump","67","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000006635","","","","","","","2026-07-21T17:43:43.987Z","","","","","",""
"JELLY","HoKUbjF22VMMYdwVKXFA68ksKWo3hbutmCvHXWtapump","75","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002285","","","","","","","2026-07-21T17:44:14.007Z","","","","","",""
"Q","BauSp4rQY9SrKup1LbJJHs7xG8KsmbekacvBkhNpTWBp","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002218","","","","","","2026-07-21T17:44:14.043Z",""
"NMC","6nebztYaGpgGAjrbuVwnrvaiuAMqTm2qsRaHeEappump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.774e-7","","","","","","2026-07-21T17:44:14.114Z",""
"BBS 2","Dk5XHhgXrgbDWYt3SeixjHbJ88ifvfvH7bkVUcxnpump","99","34.567901233","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00001007","","","","","","","2026-07-21T17:44:20.000Z","","","","","",""
"OXYGEN","CdrYsf5sUsg8LTiuDBXakBaFZP7mBumTiNSiADYwpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.129e-7","","","","","","2026-07-21T17:44:49.951Z",""
"HORSE","B5RDenJtMYyor92soeYr2HcAdioygQ6wHZfHdTrMpump","58","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000003421","","","","","","","2026-07-21T17:46:02.021Z","","","","","",""
"FLIP","HCAhkHaAfajYxbNmD2f4WHnUhPSVFX4Qo4iaz3Napump","73","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002217","","","","","","","2026-07-21T17:46:14.270Z","","","","","",""
"ANSEMOTHY","9t5FvmViAup4Z7i5wjxifdiFXSrH14nynxZkFLFdpump","75","6.617283949","","","","","","","0","0","-28.9","0","0","902","6.617283949","0","0","0","0","0","3251.46","4","565.26","565.26","0.818","0.818","0.24","","0","0","1","0","0","","","","","","","0.000003269","0.000003251","","","","","","2026-07-21T17:46:19.963Z","2026-07-21T17:48:25.958Z","","","","",""
"rr","G2ssdui8EXxYo9RDyseGNgAZvB6TthvuumrfUsP9pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.751e-7","","","","","","2026-07-21T17:46:38.021Z",""
"traincoon","5irDTiq2v5YRe9tt7u6gAuHJen8mi2KyZ5gDTa7opump","98","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000003187","","","","","","0.000002307","2026-07-21T17:47:25.975Z","","","","","2026-07-21T17:48:02.036Z",""
"Q","3FQYpSMVxgNwuUW7ceQrzKvV3kRmqkyb5SQJEqFGjGH9","80","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002516","","","","","","","2026-07-21T17:47:32.013Z","","","","","",""
"TRACT","A5fsHnoV4oxmzxYoskXr3f41gbYtMmtfvmBTGszYpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.933e-7","","","","","","2026-07-21T17:47:49.982Z",""
"GP","o3wLfFXjYuis9Ftiy8e7C3qsifhdhe8eVztdbGNpump","58","0.197530863","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000003292","","","","","","3.186e-7","2026-07-21T17:48:08.042Z","","","","","2026-07-21T17:48:44.115Z",""
"RONALDO","8KyMxQFGzHKhYGa4kJRFC9pqvpeszx9Fggyn8fdzpump","63","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002519","","","","","","","2026-07-21T17:49:01.951Z","","","","","",""
"hh","6d61CBh1FEzozyjPtPwMAhchHCAkMGModukFq9Hdpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.215e-8","","","","","","2026-07-21T17:49:14.015Z",""
"gh","ALn6kAx6StS9rnCBtZ6QnkT8SzesQspeezqHnoiapump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.461e-7","","","","","","2026-07-21T17:49:38.008Z",""
"RONALDOG","9XcdQyZZX3vGot9unhfQhVuxTS8gt31bQJ5q8R2opump","57","1.97530864","","","","","","","","","","","","","1.97530864","0","0","0","0","0","2272.81","3","651.51","651.51","0.556","0.556","-7.57","","0","0","1","0","0","","","","","","","0.000002272","0.000002272","","","","","","2026-07-21T17:50:19.936Z","2026-07-21T17:51:19.944Z","","","","",""
"ssah","Epuaci4hxYJJ2smzEX6eQXcaCTmVyYAhPpQzVnB7pump","70","4.938271603","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002272","","","","","","","2026-07-21T17:50:19.991Z","","","","","",""
"hh","DwQxE1t2SjjCQtgaRZhna5C9BptbarKus3UkiqSZpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.109e-7","","","","","","2026-07-21T17:50:43.980Z",""
"CLUB","6bSQkNC7JvJw5Ret4hFcm12FuKBhGCCweNct7usgpump","59","0.079012344","","","","","","","","","","","","","0.079012344","0","2","1","0","0","1873.95","3","336.11","336.11","0.543","0.543","-13.88","","0","0","1","0","0","","","","","","","0.000001702","0.000001873","","","","","","2026-07-21T17:50:56.027Z","2026-07-21T17:52:08.002Z","","","","",""
"fablio","C5CVfbNiMismnL7nS1eKEUnYm4jeooqy4pGSYuQ2pump","57","2","","","","","","","","","","","","","2","0","0","0","0","0","12674.71","3","39947.83","39947.83","0.607","0.607","415","","0","0","1","0","1","","","","","","","0.00001219","0.00001267","","","","","","2026-07-21T17:51:07.997Z","2026-07-21T17:52:26.009Z","","","","",""
"BNV ","3q2GW3KGARCxj7t9gSKcy4Tjh95biKaM2UihuJwCpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.313e-7","","","","","","2026-07-21T17:51:25.954Z",""
"BMILK","7WY4ZZahmnPUfkNpioQvsRymEwSAi9wGFs9HqbsGpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.514e-7","","","","","","2026-07-21T17:51:44.034Z",""
"UP COIN","3q5d4KaQiWmWDrcSYYuX5YtxChPPssogYqe4fvgipump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.947e-7","","","","","","2026-07-21T17:51:50.007Z",""
"traincat","HCedb8KtetVAFwYdFvWTJVdQKjEgDapTAag4Vi8Spump","71","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002205","","","","","","","2026-07-21T17:51:56.022Z","","","","","",""
"$BUTT","AZUajEmHbDgF4PYeVK7tRSmVVHwQpbesFA9Hygkwpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.67e-7","","","","","","2026-07-21T17:52:08.091Z",""
"PMB","EqbNGuUQBET2x4tFkKZ4Af3MuAf5P4S8WbHJTnc8pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.83e-7","","","","","","2026-07-21T17:52:26.121Z",""
"PFP","Dcf1LT9UJXy3BBQnPczoKNWYvuh7bCgtpSYuc79rpump","66","0.100000001","","","","","","","162","394","-89.6","16.4","125.1","434","0.100000001","0","0","1","0","0","3272.28","3","79.87","79.87","0.543","0.543","50.17","","0","0","1","0","0","","","","","","","0.000002739","0.000003272","","","","","","2026-07-21T17:52:44.039Z","2026-07-21T17:53:43.759Z","","","","",""
"BRC","2WSEct4LLevP8UYvTAQETXJQJXGW7aq1G8vPSUbZpump","66","0.100000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000004458","","","","","","","2026-07-21T17:52:44.069Z","","","","","",""
"$BUTT","3wSbWnu6VeomFdfer6UjqFwN5hyEis4Zjf8fNy5Dpump","86","0.060000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001393","","","","","","","2026-07-21T17:53:07.985Z","","","","","",""
"BNV ","8kkqR9VUAkK5sGGQr8QJikopwzL2XyTsWwHZdZqpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.079e-7","","","","","","2026-07-21T17:53:14.013Z",""
"YDB","65JDZki6bPGoUYLD5D3QHjh22z3CNx8Fr9P2ob84pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.924e-7","","","","","","2026-07-21T17:53:26.011Z",""
"MEMEBOARDS","AAyrGtxM9p9vfJiVtg4LEzACr1HGm56JmKzMECGdqjHL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0000024","","","","","","2026-07-21T17:53:26.066Z",""
"hh","FvyAFL1XAWLEdvXcdjeM5oDWaJ3YstNAiz2UN1R1pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.543e-7","","","","","","2026-07-21T17:54:01.986Z",""
"$BUTT","GmNfrzPgYaEdhGDutraHxcuAf98Geivy2TJVk1W2pump","83","0.100000001","","","","","","","0","0","0","0","0","904","0.100000001","1","6","1","0","0","2422.18","3","67.05","67.05","0.643","0.643","11.16","","0","0","1","0","0","","","","","","","0.000002422","0.000002422","","","","","","2026-07-21T17:54:14.017Z","2026-07-21T17:55:13.759Z","","","","",""
"STINK","FQH6kbJLxv5LinRYvUMSDV3XKDLo81VkDhXkvTZupump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.529e-7","","","","","","2026-07-21T17:54:14.064Z",""
"bcat","4Wp9ZW4dZ262N92DKF7JnpQkAUC7keGT6aHPXN4cpump","66","0.098765431","","","","","","","67.3","82","-0.3","67.3","0","902","0.098765431","0","0","1","0","0","15969.74","3","258.92","258.92","0.667","0.667","633","","0","0","1","0","0","","","","","","","0.00001596","0.00001596","","","","","","2026-07-21T17:54:26.031Z","2026-07-21T17:55:25.757Z","","","","",""
"hg","9Nff2Z3gbFabrjzCxFcR3JnkTKAWWpGS7NYstLdypump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.847e-8","","","","","","2026-07-21T17:54:37.987Z",""
"SKITTY","7p3kxdc5RLSyXaSR5tZ44RWWGSwBLzgevHDeNXTipump","57","0.400000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002091","","","","","","1.235e-7","2026-07-21T17:54:44.000Z","","","","","2026-07-21T17:55:19.934Z",""
"MEMEBOARDS","AVvcFtAYLDMWt5fo1wLhL9A89C29LK3M9pzYTdU6pump","58","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002174","","","","","","","2026-07-21T17:54:44.037Z","","","","","",""
"BONKER","euxh2cak4kUjinqM2Jdhzn1QcQvM1hD6FSujv67D6xw","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002172","","","","","","2026-07-21T17:54:50.047Z",""
"TRADWIFE","DeSwEmUTULWxhCscWLEkCpyaZmJq4VpmkWEBUrxXpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.843e-7","","","","","","2026-07-21T17:54:55.988Z",""
"Mushu","6XtBVnPRb1j6qaL7QbCYkiJXFnMaGFP9t7uAEp7Npump","57","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002227","","","","","","","2026-07-21T17:55:07.962Z","","","","","",""
"xxx","bA2mUG6iRnY5qEzeHjEf2237LJDGawVzRZYvuurpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.167e-7","","","","","","2026-07-21T17:55:56.002Z",""
"YDB","88wmbu3Soo3kST3YVXD8upPEz6M2rLPxaBvmPsnLpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.886e-7","","","","","","2026-07-21T17:56:25.954Z",""
"TEDDY","7Kn72oD6Fe1a2yKir2LgBjewAs7aVTCwYf6SogvVpump","58","3.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000003381","","","","","","","2026-07-21T17:56:25.990Z","","","","","",""
"CHICK","5j3i67jUDe2joSpVpJSFfYCAQkpsbSWxg6UKbEpZpump","57","2","","","","","","","","","","","","","2","0","0","0","0","0","2174.65","3","311.39","311.39","0.6","0.6","-12.11","","0","0","1","0","0","","","","","","","0.000002174","0.000002174","","","","","","2026-07-21T17:56:38.027Z","2026-07-21T17:57:37.891Z","","","","",""
"weew","9iq87cwRfUQYduVbLmYQP8fZxZ9vipNBAzJ2sDbPpump","59","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002174","","","","","","","2026-07-21T17:57:32.011Z","","","","","",""
"LAMB","79zP41sXcnYPetXZUeBiiLuXLP2igkMHaXtGvVMdpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.193e-7","","","","","","2026-07-21T17:57:43.993Z",""
"TEDDY","FhVsqykGoFLGGAHWMP7aofwjMiSGPWnDHQNfojuwpump","58","3","","","","","","","","","","","","","3","0","1","0","0","0","2283.35","3","601.1","601.1","0.6","0.6","-13.22","","0","0","1","0","0","","","","","","","0.000002283","0.000002283","","","","","","2026-07-21T17:57:44.032Z","2026-07-21T17:58:49.762Z","","","","",""
"BRC","6ftqTGSqCXmTdZuVwhWwGL8JwBxqYE3qJ7QHgAnXpump","62","0.100000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002644","","","","","","4.933e-8","2026-07-21T17:57:49.955Z","","","","","2026-07-21T17:59:49.965Z",""
"Miners","14nTT5jDrW8TBQToyENn4iyHc6Mkc7NF5dpu8HVSmaJC","73","5.925925924","","","","","","","0","0","-2","0","0","906","5.925925924","0","0","0","0","0","2216.98","3","944.43","944.43","0.75","0.75","-28.91","","0","0","1","0","0","","","","","","","0.000002216","0.000002216","","","","","","2026-07-21T17:58:02.004Z","2026-07-21T17:59:01.945Z","","","","",""
"$BUTT","4RE38A8PjBsVMbczcgXvfKoJjNE6Xnm99FEyfhEtpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.698e-8","","","","","","2026-07-21T17:58:32.075Z",""
"CONTROLF","KNVFPguFTQ3qfGQgzwGMCHEZ1Sxigwaxag6gWPFpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.369e-7","","","","","","2026-07-21T17:58:38.002Z",""
"BEYOND","GzcNAmTCLqhussiN3FBKyoG1RydNEy7DAtCj6yjHpump","62","4.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000003059","","","","","","0.000002275","2026-07-21T17:59:07.954Z","","","","","2026-07-21T18:03:25.949Z",""
"POPE","GVkrwCY7dpkgbt4tfznvU5XchFC5abYPf33VtsKpump","96","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002893","","","","","","0.000002257","2026-07-21T17:59:26.018Z","","","","","2026-07-21T18:00:08.053Z",""
"ss","6iMz4qYkFPsMhT25dhtsu19EXnen63JXesnDEf9Lpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.651e-7","","","","","","2026-07-21T17:59:32.003Z",""
"bcat","CX7JQDZJ3rYAWUx4gQby49rBxnxnfGjzi27qyP4Wpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0000013","","","","","","2026-07-21T17:59:32.043Z",""
"LC","2MyFgdNXqLJViTnLLXLe2wyPAxYfd8CWyeDmaSXWpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.592e-8","","","","","","2026-07-21T17:59:43.998Z",""
"CLICKBAIT","48cqFNTFZgNqsio5CAkFNkPesPdJ9wz9Jh2rherSTvFR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002171","","","","","","2026-07-21T18:00:02.032Z",""
"Bandit","HGHts513o3Pw53zHSWv7HzwPRnfMfYx3cHW8BLQEpump","59","2.27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002221","","","","","","","2026-07-21T18:00:25.987Z","","","","","",""
"RISE","6AuNukWrAD62jmiKDUbNMKomrXvgktp69dGQL1izpump","65","8.65185185","","","","","","","223.6","826","0","57.6","105.3","906","8.65185185","0","12","0","0","0","3603.8","3","777.59","777.59","0.667","0.667","0","","0","0","1","0","0","","","","","","","0.00000568","0.000003603","","","","","","2026-07-21T18:00:49.961Z","2026-07-21T18:00:31.823Z","","","","",""
"PFC","FxjPW2vbpicokpKNhbE23rCjti5QaNEkK2E3yhNspump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.501e-7","","","","","","2026-07-21T18:00:56.023Z",""
"Hi ","BUY7WLZWKDDiiHY9agpY1WAr62w5xo8RAhhcfhhKpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00000128","","","","","","2026-07-21T18:01:19.993Z",""
"CHONK","C4PhZMiUEwV2oSTC3TpbQ6FtgtEWT3Tm8axku72Hpump","57","1.97530864","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002425","","","","","","","2026-07-21T18:01:37.933Z","","","","","",""
"dd","2o6v3eQnAVXbgNS9RbZrMn5ZSATjs7MWtffdgQuMpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.799e-7","","","","","","2026-07-21T18:02:13.939Z",""
"Hi ","3xwTHzx9wKp65GtoZxf5GeZ5MbntdcRDMGBbDaKFpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.537e-7","","","","","","2026-07-21T18:02:26.060Z",""
"狗父","23D62QpQtQQ7Kg9BcoutgjdVTnpm7iDpTRTJd5Qppump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.012e-7","","","","","","2026-07-21T18:02:31.984Z",""
"ANSEMOTHY","GtLZWwJHCNcVvZmFMS7becXoTcwojiejjgDgHdY8pump","75","6.716049381","","","","","","","0.6","28","-0.1","0.6","0","908","6.716049381","0","0","0","0","0","2358.74","4","3718.5","3718.5","0.683","0.683","-27.46","","0","0","1","0","0","","","","","","","0.000006569","0.000002358","","","","","","2026-07-21T18:02:37.968Z","2026-07-21T18:05:19.807Z","","","","",""
